full_text,clean,token,stop,stemmed,normal,teks
@sosmedkeras ya karena indo ikut pasar bebas  jadi dari produsen bisa langsung jualan barang ke customer langsung  tanpa lewat distributor  akhirnya para pedagang cuma bisa bengong  hal ini yg buat macet roda ekonomi ,sosmedkeras ya karena indo ikut pasar bebas jadi dari produsen bisa langsung jualan barang ke customer langsung tanpa lewat distributor akhirnya para pedagang cuma bisa bengong hal ini yg buat macet roda ekonomi,"['sosmedkeras', 'ya', 'karena', 'indo', 'ikut', 'pasar', 'bebas', 'jadi', 'dari', 'produsen', 'bisa', 'langsung', 'jualan', 'barang', 'ke', 'customer', 'langsung', 'tanpa', 'lewat', 'distributor', 'akhirnya', 'para', 'pedagang', 'cuma', 'bisa', 'bengong', 'hal', 'ini', 'yg', 'buat', 'macet', 'roda', 'ekonomi']","['sosmedkeras', 'indo', 'ikut', 'pasar', 'bebas', 'jadi', 'produsen', 'langsung', 'jualan', 'barang', 'customer', 'langsung', 'lewat', 'distributor', 'akhirnya', 'pedagang', 'cuma', 'bengong', 'yg', 'buat', 'macet', 'roda', 'ekonomi']","['sosmedkeras', 'indo', 'ikut', 'pasar', 'bebas', 'jadi', 'produsen', 'langsung', 'jual', 'barang', 'customer', 'langsung', 'lewat', 'distributor', 'akhir', 'dagang', 'cuma', 'bengong', 'yg', 'buat', 'macet', 'roda', 'ekonomi']",sosmedkeras ya karena indo ikut pasar bebas jadi dari produsen bisa langsung jualan barang ke customer langsung tanpa lewat distributor akhirnya para pedagang cuma bisa bengong hal ini yg buat macet roda ekonomi,sosmedkeras indo ikut pasar bebas jadi produsen langsung jual barang customer langsung lewat distributor akhir dagang cuma bengong yg buat macet roda ekonomi
@sosmedkeras Sini mampir profil yg kemarin nyari viral ada nih,sosmedkeras sini mampir profil yg kemarin nyari viral ada nih,"['sosmedkeras', 'sini', 'mampir', 'profil', 'yg', 'kemarin', 'nyari', 'viral', 'ada', 'nih']","['sosmedkeras', 'sini', 'mampir', 'profil', 'yg', 'kemarin', 'nyari', 'viral', 'nih']","['sosmedkeras', 'sini', 'mampir', 'profil', 'yg', 'kemarin', 'nyari', 'viral', 'nih']",sosmedkeras sini mampir profil yg kemarin nyari viral ada nih,sosmedkeras sini mampir profil yg kemarin nyari viral nih
@sosmedkeras Kapan di terapin?,sosmedkeras kapan di terapin,"['sosmedkeras', 'kapan', 'di', 'terapin']","['sosmedkeras', 'kapan', 'terapin']","['sosmedkeras', 'kapan', 'terapin']",sosmedkeras kapan di terapin,sosmedkeras kapan terapin
@sosmedkeras Cari rejeki lho pak  masa iya dilarang?,sosmedkeras cari rejeki lho pak masa iya dilarang,"['sosmedkeras', 'cari', 'rejeki', 'lho', 'pak', 'masa', 'iya', 'dilarang']","['sosmedkeras', 'cari', 'rejeki', 'lho', 'pak', 'masa', 'iya', 'dilarang']","['sosmedkeras', 'cari', 'rejeki', 'lho', 'pak', 'masa', 'iya', 'larang']",sosmedkeras cari rejeki lho pak masa iya dilarang,sosmedkeras cari rejeki lho pak masa iya larang
@sosmedkeras Ngerrii langsung ditutupp  https://t.co/oPDu62JcNm,sosmedkeras ngerrii langsung ditutupp,"['sosmedkeras', 'ngerrii', 'langsung', 'ditutupp']","['sosmedkeras', 'ngerrii', 'langsung', 'ditutupp']","['sosmedkeras', 'ngerrii', 'langsung', 'ditutupp']",sosmedkeras ngerrii langsung ditutupp,sosmedkeras ngerrii langsung ditutupp
@sosmedkeras VPN bisa kah,sosmedkeras vpn bisa kah,"['sosmedkeras', 'vpn', 'bisa', 'kah']","['sosmedkeras', 'vpn']","['sosmedkeras', 'vpn']",sosmedkeras vpn bisa kah,sosmedkeras vpn
@sosmedkeras boleh,sosmedkeras boleh,"['sosmedkeras', 'boleh']",['sosmedkeras'],['sosmedkeras'],sosmedkeras boleh,sosmedkeras
@sosmedkeras Mantab wes 🤣🤣🤣,sosmedkeras mantab wes,"['sosmedkeras', 'mantab', 'wes']","['sosmedkeras', 'mantab', 'wes']","['sosmedkeras', 'mantab', 'wes']",sosmedkeras mantab wes,sosmedkeras mantab wes
@sosmedkeras wahh sudah resmi diputuskan  yaa,sosmedkeras wahh sudah resmi diputuskan yaa,"['sosmedkeras', 'wahh', 'sudah', 'resmi', 'diputuskan', 'yaa']","['sosmedkeras', 'wahh', 'resmi', 'diputuskan', 'yaa']","['sosmedkeras', 'wahh', 'resmi', 'putus', 'yaa']",sosmedkeras wahh sudah resmi diputuskan yaa,sosmedkeras wahh resmi putus yaa
@sosmedkeras Yahh,sosmedkeras yahh,"['sosmedkeras', 'yahh']","['sosmedkeras', 'yahh']","['sosmedkeras', 'yahh']",sosmedkeras yahh,sosmedkeras yahh
@sosmedkeras @PostTechSoFi $post,sosmedkeras posttechsofi post,"['sosmedkeras', 'posttechsofi', 'post']","['sosmedkeras', 'posttechsofi', 'post']","['sosmedkeras', 'posttechsofi', 'post']",sosmedkeras posttechsofi post,sosmedkeras posttechsofi post
@sosmedkeras Adanya tiktok shop Shopee lazada dll kan biar praktis ga harus pake motor dulu ke pasar hmm,sosmedkeras adanya tiktok shop shopee lazada dll kan biar praktis ga harus pake motor dulu ke pasar hmm,"['sosmedkeras', 'adanya', 'tiktok', 'shop', 'shopee', 'lazada', 'dll', 'kan', 'biar', 'praktis', 'ga', 'harus', 'pake', 'motor', 'dulu', 'ke', 'pasar', 'hmm']","['sosmedkeras', 'adanya', 'tiktok', 'shop', 'shopee', 'lazada', 'kan', 'biar', 'praktis', 'ga', 'pake', 'motor', 'dulu', 'pasar', 'hmm']","['sosmedkeras', 'ada', 'tiktok', 'shop', 'shopee', 'lazada', 'kan', 'biar', 'praktis', 'ga', 'pake', 'motor', 'dulu', 'pasar', 'hmm']",sosmedkeras adanya tiktok shop shopee lazada dll kan biar praktis tidak harus pake motor dulu ke pasar hmm,sosmedkeras ada tiktok shop shopee lazada kan biar praktis ga pake motor dulu pasar hmm
@sosmedkeras Mungkin karena ijinnya itu hanya sebagai sosial media bukan e-commerce jadinya dipermasalahkan. Rencananya bakalan dipisah aplikasinya.   Idc  aku aja udah stop beli di Toktokshop gegara Kurir Toktokshop banyak yang gak ramah  jadi stay di to,sosmedkeras mungkin karena ijinnya itu hanya sebagai sosial media bukan ecommerce jadinya dipermasalahkan rencananya bakalan dipisah aplikasinya idc aku aja udah stop beli di toktokshop gegara kurir toktokshop banyak yang gak ramah jadi stay di to,"['sosmedkeras', 'mungkin', 'karena', 'ijinnya', 'itu', 'hanya', 'sebagai', 'sosial', 'media', 'bukan', 'ecommerce', 'jadinya', 'dipermasalahkan', 'rencananya', 'bakalan', 'dipisah', 'aplikasinya', 'idc', 'aku', 'aja', 'udah', 'stop', 'beli', 'di', 'toktokshop', 'gegara', 'kurir', 'toktokshop', 'banyak', 'yang', 'gak', 'ramah', 'jadi', 'stay', 'di', 'to']","['sosmedkeras', 'mungkin', 'ijinnya', 'sosial', 'media', 'bukan', 'ecommerce', 'jadinya', 'dipermasalahkan', 'rencananya', 'bakalan', 'dipisah', 'aplikasinya', 'idc', 'aku', 'aja', 'udah', 'stop', 'beli', 'toktokshop', 'gegara', 'kurir', 'toktokshop', 'banyak', 'gak', 'ramah', 'jadi', 'stay', 'to']","['sosmedkeras', 'mungkin', 'ijinnya', 'sosial', 'media', 'bukan', 'ecommerce', 'jadi', 'masalah', 'rencana', 'bakal', 'pisah', 'aplikasi', 'idc', 'aku', 'aja', 'udah', 'stop', 'beli', 'toktokshop', 'gegara', 'kurir', 'toktokshop', 'banyak', 'gak', 'ramah', 'jadi', 'stay', 'to']",sosmedkeras mungkin karena ijinnya itu hanya sebagai sosial media bukan ecommerce jadinya dipermasalahkan rencananya bakalan dipisah aplikasinya idc aku aja sudah stop beli di toktokshop gegara kurir toktokshop banyak yang tidak ramah jadi stay di to,sosmedkeras mungkin ijinnya sosial media bukan ecommerce jadi masalah rencana bakal pisah aplikasi idc aku aja udah stop beli toktokshop gegara kurir toktokshop banyak gak ramah jadi stay to
@sosmedkeras Dilarang tapi buat promosi  yg promosiin taro harga. Sama aja jualan ngga langsung,sosmedkeras dilarang tapi buat promosi yg promosiin taro harga sama aja jualan ngga langsung,"['sosmedkeras', 'dilarang', 'tapi', 'buat', 'promosi', 'yg', 'promosiin', 'taro', 'harga', 'sama', 'aja', 'jualan', 'ngga', 'langsung']","['sosmedkeras', 'dilarang', 'buat', 'promosi', 'yg', 'promosiin', 'taro', 'harga', 'sama', 'aja', 'jualan', 'ngga', 'langsung']","['sosmedkeras', 'larang', 'buat', 'promosi', 'yg', 'promosiin', 'taro', 'harga', 'sama', 'aja', 'jual', 'ngga', 'langsung']",sosmedkeras dilarang tapi buat promosi yg promosiin taro harga sama aja jualan tidak langsung,sosmedkeras larang buat promosi yg promosiin taro harga sama aja jual ngga langsung
@sosmedkeras halah palung2 trys bikin satgas satgasan....ketebak,sosmedkeras halah palung trys bikin satgas satgasanketebak,"['sosmedkeras', 'halah', 'palung', 'trys', 'bikin', 'satgas', 'satgasanketebak']","['sosmedkeras', 'halah', 'palung', 'trys', 'bikin', 'satgas', 'satgasanketebak']","['sosmedkeras', 'halah', 'palung', 'trys', 'bikin', 'satgas', 'satgasanketebak']",sosmedkeras halah palung trys bikin satgas satgasanketebak,sosmedkeras halah palung trys bikin satgas satgasanketebak
@sosmedkeras Harusnya jangan di larang  omset UMKM yg udh terdaftar di tiktok shop gak main2. Dan seharusnya pajaknya yg di besarin..,sosmedkeras harusnya jangan di larang omset umkm yg udh terdaftar di tiktok shop gak main dan seharusnya pajaknya yg di besarin,"['sosmedkeras', 'harusnya', 'jangan', 'di', 'larang', 'omset', 'umkm', 'yg', 'udh', 'terdaftar', 'di', 'tiktok', 'shop', 'gak', 'main', 'dan', 'seharusnya', 'pajaknya', 'yg', 'di', 'besarin']","['sosmedkeras', 'harusnya', 'jangan', 'larang', 'omset', 'umkm', 'yg', 'udh', 'terdaftar', 'tiktok', 'shop', 'gak', 'main', 'pajaknya', 'yg', 'besarin']","['sosmedkeras', 'harus', 'jangan', 'larang', 'omset', 'umkm', 'yg', 'udh', 'daftar', 'tiktok', 'shop', 'gak', 'main', 'pajak', 'yg', 'besarin']",sosmedkeras harusnya jangan di larang omset umkm yg sudah terdaftar di tiktok shop tidak main dan seharusnya pajaknya yg di besarin,sosmedkeras harus jangan larang omset umkm yg udh daftar tiktok shop gak main pajak yg besarin
@sosmedkeras YANG PALING BENER IALAH TUTUP TIKTOK. CUKUP TOKPED SHOPPE LAZADA  DLL AJA.,sosmedkeras yang paling bener ialah tutup tiktok cukup tokped shoppe lazada dll aja,"['sosmedkeras', 'yang', 'paling', 'bener', 'ialah', 'tutup', 'tiktok', 'cukup', 'tokped', 'shoppe', 'lazada', 'dll', 'aja']","['sosmedkeras', 'paling', 'bener', 'ialah', 'tutup', 'tiktok', 'cukup', 'tokped', 'shoppe', 'lazada', 'aja']","['sosmedkeras', 'paling', 'bener', 'ialah', 'tutup', 'tiktok', 'cukup', 'tokped', 'shoppe', 'lazada', 'aja']",sosmedkeras yang paling bener ialah tutup tiktok cukup tokped shoppe lazada dll aja,sosmedkeras paling bener ialah tutup tiktok cukup tokped shoppe lazada aja
@sosmedkeras setuju sih,sosmedkeras setuju sih,"['sosmedkeras', 'setuju', 'sih']","['sosmedkeras', 'setuju', 'sih']","['sosmedkeras', 'tuju', 'sih']",sosmedkeras setuju sih,sosmedkeras tuju sih
@sosmedkeras Padahal dari tiktok banyak jg pedagang2 kecil sekarang jadi besar,sosmedkeras padahal dari tiktok banyak jg pedagang kecil sekarang jadi besar,"['sosmedkeras', 'padahal', 'dari', 'tiktok', 'banyak', 'jg', 'pedagang', 'kecil', 'sekarang', 'jadi', 'besar']","['sosmedkeras', 'padahal', 'tiktok', 'banyak', 'jg', 'pedagang', 'kecil', 'sekarang', 'jadi', 'besar']","['sosmedkeras', 'padahal', 'tiktok', 'banyak', 'jg', 'dagang', 'kecil', 'sekarang', 'jadi', 'besar']",sosmedkeras padahal dari tiktok banyak juga pedagang kecil sekarang jadi besar,sosmedkeras padahal tiktok banyak jg dagang kecil sekarang jadi besar
@sosmedkeras https://t.co/GZmALGb3V0,sosmedkeras,['sosmedkeras'],['sosmedkeras'],['sosmedkeras'],sosmedkeras,sosmedkeras
@sosmedkeras Agak laen 🤨,sosmedkeras agak laen,"['sosmedkeras', 'agak', 'laen']","['sosmedkeras', 'laen']","['sosmedkeras', 'laen']",sosmedkeras agak laen,sosmedkeras laen
@sosmedkeras Dari zaman e-commerce muncul masyarakat lebih milih belanja onlen  ini karna masalahnya di Jakarta baru pada sadar apa ya,sosmedkeras dari zaman ecommerce muncul masyarakat lebih milih belanja onlen ini karna masalahnya di jakarta baru pada sadar apa ya,"['sosmedkeras', 'dari', 'zaman', 'ecommerce', 'muncul', 'masyarakat', 'lebih', 'milih', 'belanja', 'onlen', 'ini', 'karna', 'masalahnya', 'di', 'jakarta', 'baru', 'pada', 'sadar', 'apa', 'ya']","['sosmedkeras', 'zaman', 'ecommerce', 'muncul', 'masyarakat', 'lebih', 'milih', 'belanja', 'onlen', 'karna', 'masalahnya', 'jakarta', 'baru', 'sadar', 'apa']","['sosmedkeras', 'zaman', 'ecommerce', 'muncul', 'masyarakat', 'lebih', 'milih', 'belanja', 'onlen', 'karna', 'masalah', 'jakarta', 'baru', 'sadar', 'apa']",sosmedkeras dari zaman ecommerce muncul masyarakat lebih milih belanja onlen ini karna masalahnya di jakarta baru pada sadar apa ya,sosmedkeras zaman ecommerce muncul masyarakat lebih milih belanja onlen karna masalah jakarta baru sadar apa
@sosmedkeras Cuma mentri aja kan pak yg boleh merangkap merangkap jabatan @jokowi @KawanLBP @erickthohir,sosmedkeras cuma mentri aja kan pak yg boleh merangkap merangkap jabatan jokowi kawanlbp erickthohir,"['sosmedkeras', 'cuma', 'mentri', 'aja', 'kan', 'pak', 'yg', 'boleh', 'merangkap', 'merangkap', 'jabatan', 'jokowi', 'kawanlbp', 'erickthohir']","['sosmedkeras', 'cuma', 'mentri', 'aja', 'kan', 'pak', 'yg', 'merangkap', 'merangkap', 'jabatan', 'jokowi', 'kawanlbp', 'erickthohir']","['sosmedkeras', 'cuma', 'tri', 'aja', 'kan', 'pak', 'yg', 'rangkap', 'rangkap', 'jabat', 'jokowi', 'kawanlbp', 'erickthohir']",sosmedkeras cuma mentri aja kan pak yg boleh merangkap merangkap jabatan jokowi kawanlbp erickthohir,sosmedkeras cuma tri aja kan pak yg rangkap rangkap jabat jokowi kawanlbp erickthohir
@sosmedkeras Gara gara Tanah Abang??? Emeeejing sekali 😅,sosmedkeras gara gara tanah abang emeeejing sekali,"['sosmedkeras', 'gara', 'gara', 'tanah', 'abang', 'emeeejing', 'sekali']","['sosmedkeras', 'gara', 'gara', 'tanah', 'abang', 'emeeejing', 'sekali']","['sosmedkeras', 'gara', 'gara', 'tanah', 'abang', 'emeeejing', 'sekali']",sosmedkeras gara gara tanah abang emeeejing sekali,sosmedkeras gara gara tanah abang emeeejing sekali
@sosmedkeras Ketika kalah dalam berinovasi  maka salah satu cara menang yaitu dibatasi segala batas,sosmedkeras ketika kalah dalam berinovasi maka salah satu cara menang yaitu dibatasi segala batas,"['sosmedkeras', 'ketika', 'kalah', 'dalam', 'berinovasi', 'maka', 'salah', 'satu', 'cara', 'menang', 'yaitu', 'dibatasi', 'segala', 'batas']","['sosmedkeras', 'kalah', 'berinovasi', 'salah', 'satu', 'cara', 'menang', 'dibatasi', 'segala', 'batas']","['sosmedkeras', 'kalah', 'inovasi', 'salah', 'satu', 'cara', 'menang', 'batas', 'segala', 'batas']",sosmedkeras ketika kalah dalam berinovasi maka salah satu cara menang yaitu dibatasi segala batas,sosmedkeras kalah inovasi salah satu cara menang batas segala batas
@sosmedkeras Gpp juga tiktokshop tetep ada  cuman harganya harus sama dengan pasar. tiktok tuh ibarat pemerintah mengadakan sembako murah  tapi dipasar harga masih melambung tinggi  ya pasti ngejar belanja ke balai kota. Harusnya harga dipasar dulu kendal,sosmedkeras gpp juga tiktokshop tetep ada cuman harganya harus sama dengan pasar tiktok tuh ibarat pemerintah mengadakan sembako murah tapi dipasar harga masih melambung tinggi ya pasti ngejar belanja ke balai kota harusnya harga dipasar dulu kendal,"['sosmedkeras', 'gpp', 'juga', 'tiktokshop', 'tetep', 'ada', 'cuman', 'harganya', 'harus', 'sama', 'dengan', 'pasar', 'tiktok', 'tuh', 'ibarat', 'pemerintah', 'mengadakan', 'sembako', 'murah', 'tapi', 'dipasar', 'harga', 'masih', 'melambung', 'tinggi', 'ya', 'pasti', 'ngejar', 'belanja', 'ke', 'balai', 'kota', 'harusnya', 'harga', 'dipasar', 'dulu', 'kendal']","['sosmedkeras', 'gpp', 'tiktokshop', 'tetep', 'cuman', 'harganya', 'sama', 'pasar', 'tiktok', 'tuh', 'ibarat', 'pemerintah', 'mengadakan', 'sembako', 'murah', 'dipasar', 'harga', 'melambung', 'tinggi', 'ngejar', 'belanja', 'balai', 'kota', 'harusnya', 'harga', 'dipasar', 'dulu', 'kendal']","['sosmedkeras', 'gpp', 'tiktokshop', 'tetep', 'cuman', 'harga', 'sama', 'pasar', 'tiktok', 'tuh', 'ibarat', 'perintah', 'ada', 'sembako', 'murah', 'pasar', 'harga', 'lambung', 'tinggi', 'ngejar', 'belanja', 'balai', 'kota', 'harus', 'harga', 'pasar', 'dulu', 'kendal']",sosmedkeras tidak apa apa juga tiktokshop tetep ada cuman harganya harus sama dengan pasar tiktok tuh ibarat pemerintah mengadakan sembako murah tapi dipasar harga masih melambung tinggi ya pasti ngejar belanja ke balai kota harusnya harga dipasar dulu kendal,sosmedkeras gpp tiktokshop tetep cuman harga sama pasar tiktok tuh ibarat perintah ada sembako murah pasar harga lambung tinggi ngejar belanja balai kota harus harga pasar dulu kendal
@sosmedkeras Dari pada tiktok nya di salahi  mending pedagang kaki 5 nya kasih modal buat jualan Live kek HP+lampu sorot nya+pasang wifi gratis di pasar tsb. Manusia engga akan bisa menolak tekhnologi  tapi tekhnologi bisa menolak manusia itu sendiri.,sosmedkeras dari pada tiktok nya di salahi mending pedagang kaki nya kasih modal buat jualan live kek hplampu sorot nyapasang wifi gratis di pasar tsb manusia engga akan bisa menolak tekhnologi tapi tekhnologi bisa menolak manusia itu sendiri,"['sosmedkeras', 'dari', 'pada', 'tiktok', 'nya', 'di', 'salahi', 'mending', 'pedagang', 'kaki', 'nya', 'kasih', 'modal', 'buat', 'jualan', 'live', 'kek', 'hplampu', 'sorot', 'nyapasang', 'wifi', 'gratis', 'di', 'pasar', 'tsb', 'manusia', 'engga', 'akan', 'bisa', 'menolak', 'tekhnologi', 'tapi', 'tekhnologi', 'bisa', 'menolak', 'manusia', 'itu', 'sendiri']","['sosmedkeras', 'tiktok', 'nya', 'salahi', 'mending', 'pedagang', 'kaki', 'nya', 'kasih', 'modal', 'buat', 'jualan', 'live', 'kek', 'hplampu', 'sorot', 'nyapasang', 'wifi', 'gratis', 'pasar', 'tsb', 'manusia', 'engga', 'menolak', 'tekhnologi', 'tekhnologi', 'menolak', 'manusia', 'sendiri']","['sosmedkeras', 'tiktok', 'nya', 'salah', 'mending', 'dagang', 'kaki', 'nya', 'kasih', 'modal', 'buat', 'jual', 'live', 'kek', 'hplampu', 'sorot', 'nyapasang', 'wifi', 'gratis', 'pasar', 'tsb', 'manusia', 'engga', 'tolak', 'tekhnologi', 'tekhnologi', 'tolak', 'manusia', 'sendiri']",sosmedkeras dari pada tiktok nya di salahi mending pedagang kaki nya kasih modal buat jualan live kek hplampu sorot nyapasang wifi gratis di pasar tsb manusia engga akan bisa menolak tekhnologi tapi tekhnologi bisa menolak manusia itu sendiri,sosmedkeras tiktok nya salah mending dagang kaki nya kasih modal buat jual live kek hplampu sorot nyapasang wifi gratis pasar tsb manusia engga tolak tekhnologi tekhnologi tolak manusia sendiri
@sosmedkeras Waduh gw baru checkout di tt shop gmn ee 😭😭😭😭😭,sosmedkeras waduh gw baru checkout di tt shop gmn ee,"['sosmedkeras', 'waduh', 'gw', 'baru', 'checkout', 'di', 'tt', 'shop', 'gmn', 'ee']","['sosmedkeras', 'waduh', 'gw', 'baru', 'checkout', 'tt', 'shop', 'gmn', 'ee']","['sosmedkeras', 'waduh', 'gw', 'baru', 'checkout', 'tt', 'shop', 'gmn', 'ee']",sosmedkeras waduh saya baru checkout di tt shop gmn ee,sosmedkeras waduh gw baru checkout tt shop gmn ee
@sosmedkeras Malah jd yg kena dampak nya lebih banyak 🙈,sosmedkeras malah jd yg kena dampak nya lebih banyak,"['sosmedkeras', 'malah', 'jd', 'yg', 'kena', 'dampak', 'nya', 'lebih', 'banyak']","['sosmedkeras', 'malah', 'jd', 'yg', 'kena', 'dampak', 'nya', 'lebih', 'banyak']","['sosmedkeras', 'malah', 'jd', 'yg', 'kena', 'dampak', 'nya', 'lebih', 'banyak']",sosmedkeras malah jadi yg kena dampak nya lebih banyak,sosmedkeras malah jd yg kena dampak nya lebih banyak
@sosmedkeras Kocak kocak terus beli nya dimana kalo di tiktok cuma promosi? Di toko ijo? Oren? Sama aja online sattttt,sosmedkeras kocak kocak terus beli nya dimana kalo di tiktok cuma promosi di toko ijo oren sama aja online sattttt,"['sosmedkeras', 'kocak', 'kocak', 'terus', 'beli', 'nya', 'dimana', 'kalo', 'di', 'tiktok', 'cuma', 'promosi', 'di', 'toko', 'ijo', 'oren', 'sama', 'aja', 'online', 'sattttt']","['sosmedkeras', 'kocak', 'kocak', 'terus', 'beli', 'nya', 'kalo', 'tiktok', 'cuma', 'promosi', 'toko', 'ijo', 'oren', 'sama', 'aja', 'online', 'sattttt']","['sosmedkeras', 'kocak', 'kocak', 'terus', 'beli', 'nya', 'kalo', 'tiktok', 'cuma', 'promosi', 'toko', 'ijo', 'oren', 'sama', 'aja', 'online', 'sattttt']",sosmedkeras kocak kocak terus beli nya dimana kalo di tiktok cuma promosi di toko ijo oren sama aja online sattttt,sosmedkeras kocak kocak terus beli nya kalo tiktok cuma promosi toko ijo oren sama aja online sattttt
@sosmedkeras Tokkkpppp**d fulll senyummmmm ini mah wkwkwkwk,sosmedkeras tokkkppppd fulll senyummmmm ini mah wkwkwkwk,"['sosmedkeras', 'tokkkppppd', 'fulll', 'senyummmmm', 'ini', 'mah', 'wkwkwkwk']","['sosmedkeras', 'tokkkppppd', 'fulll', 'senyummmmm', 'mah', 'wkwkwkwk']","['sosmedkeras', 'tokkkppppd', 'fulll', 'senyummmmm', 'mah', 'wkwkwkwk']",sosmedkeras tokkkppppd fulll senyummmmm ini mah wkwkwkwk,sosmedkeras tokkkppppd fulll senyummmmm mah wkwkwkwk
@sosmedkeras Yo ngene iki lek tuwek dicekeli hp,sosmedkeras yo ngene iki lek tuwek dicekeli hp,"['sosmedkeras', 'yo', 'ngene', 'iki', 'lek', 'tuwek', 'dicekeli', 'hp']","['sosmedkeras', 'yo', 'ngene', 'iki', 'lek', 'tuwek', 'dicekeli', 'hp']","['sosmedkeras', 'yo', 'ngene', 'iki', 'lek', 'tuwek', 'cekel', 'hp']",sosmedkeras yo ngene iki lek tuwek dicekeli hp,sosmedkeras yo ngene iki lek tuwek cekel hp
@sosmedkeras hahhhhhh,sosmedkeras hahhhhhh,"['sosmedkeras', 'hahhhhhh']","['sosmedkeras', 'hahhhhhh']","['sosmedkeras', 'hahhhhhh']",sosmedkeras hahhhhhh,sosmedkeras hahhhhhh
@sosmedkeras udah maju malah disuruh mundur sama presidenya sendiri,sosmedkeras udah maju malah disuruh mundur sama presidenya sendiri,"['sosmedkeras', 'udah', 'maju', 'malah', 'disuruh', 'mundur', 'sama', 'presidenya', 'sendiri']","['sosmedkeras', 'udah', 'maju', 'malah', 'disuruh', 'mundur', 'sama', 'presidenya', 'sendiri']","['sosmedkeras', 'udah', 'maju', 'malah', 'suruh', 'mundur', 'sama', 'presidenya', 'sendiri']",sosmedkeras sudah maju malah disuruh mundur sama presidenya sendiri,sosmedkeras udah maju malah suruh mundur sama presidenya sendiri
@sosmedkeras paket saya lg dikemas bapak😢,sosmedkeras paket saya lg dikemas bapak,"['sosmedkeras', 'paket', 'saya', 'lg', 'dikemas', 'bapak']","['sosmedkeras', 'paket', 'lg', 'dikemas', 'bapak']","['sosmedkeras', 'paket', 'lg', 'kemas', 'bapak']",sosmedkeras paket saya lg dikemas bapak,sosmedkeras paket lg kemas bapak
@sosmedkeras Sayangnya yg ngomong...,sosmedkeras sayangnya yg ngomong,"['sosmedkeras', 'sayangnya', 'yg', 'ngomong']","['sosmedkeras', 'sayangnya', 'yg', 'ngomong']","['sosmedkeras', 'sayang', 'yg', 'ngomong']",sosmedkeras sayangnya yg ngomong,sosmedkeras sayang yg ngomong
@sosmedkeras tanks,sosmedkeras tanks,"['sosmedkeras', 'tanks']","['sosmedkeras', 'tanks']","['sosmedkeras', 'tanks']",sosmedkeras tanks,sosmedkeras tanks
@sosmedkeras Bikin aplikasi tiktok shop terpisah aja  kasian mamaku kalo gaboleh belanja di tiktok 🥲,sosmedkeras bikin aplikasi tiktok shop terpisah aja kasian mamaku kalo gaboleh belanja di tiktok,"['sosmedkeras', 'bikin', 'aplikasi', 'tiktok', 'shop', 'terpisah', 'aja', 'kasian', 'mamaku', 'kalo', 'gaboleh', 'belanja', 'di', 'tiktok']","['sosmedkeras', 'bikin', 'aplikasi', 'tiktok', 'shop', 'terpisah', 'aja', 'kasian', 'mamaku', 'kalo', 'gaboleh', 'belanja', 'tiktok']","['sosmedkeras', 'bikin', 'aplikasi', 'tiktok', 'shop', 'pisah', 'aja', 'kasi', 'mama', 'kalo', 'gaboleh', 'belanja', 'tiktok']",sosmedkeras bikin aplikasi tiktok shop terpisah aja kasian mamaku kalo gaboleh belanja di tiktok,sosmedkeras bikin aplikasi tiktok shop pisah aja kasi mama kalo gaboleh belanja tiktok
@sosmedkeras Kalo mereka (tiktok) ngurus ijin juga dibuka lagi,sosmedkeras kalo mereka tiktok ngurus ijin juga dibuka lagi,"['sosmedkeras', 'kalo', 'mereka', 'tiktok', 'ngurus', 'ijin', 'juga', 'dibuka', 'lagi']","['sosmedkeras', 'kalo', 'tiktok', 'ngurus', 'ijin', 'dibuka']","['sosmedkeras', 'kalo', 'tiktok', 'ngurus', 'ijin', 'buka']",sosmedkeras kalo mereka tiktok ngurus ijin juga dibuka lagi,sosmedkeras kalo tiktok ngurus ijin buka
@sosmedkeras Paling pindah ke oren kan di sonoh juga bisa livr,sosmedkeras paling pindah ke oren kan di sonoh juga bisa livr,"['sosmedkeras', 'paling', 'pindah', 'ke', 'oren', 'kan', 'di', 'sonoh', 'juga', 'bisa', 'livr']","['sosmedkeras', 'paling', 'pindah', 'oren', 'kan', 'sonoh', 'livr']","['sosmedkeras', 'paling', 'pindah', 'oren', 'kan', 'sonoh', 'livr']",sosmedkeras paling pindah ke oren kan di sonoh juga bisa livr,sosmedkeras paling pindah oren kan sonoh livr
@sosmedkeras Tapi itu gak membuat tanah abang jadi rame lagi 😁,sosmedkeras tapi itu gak membuat tanah abang jadi rame lagi,"['sosmedkeras', 'tapi', 'itu', 'gak', 'membuat', 'tanah', 'abang', 'jadi', 'rame', 'lagi']","['sosmedkeras', 'gak', 'membuat', 'tanah', 'abang', 'jadi', 'rame']","['sosmedkeras', 'gak', 'buat', 'tanah', 'abang', 'jadi', 'rame']",sosmedkeras tapi itu tidak membuat tanah abang jadi rame lagi,sosmedkeras gak buat tanah abang jadi rame
